loc,cases,deaths,month
47,Cases,0,8
48,Cases,5,8
48,Cases,9,12
48,Cases,3,4
48,Cases,5,3
48,Cases,7,1
48,Cases,15,10
48,Cases,3,11
48,Cases,10,9
48,Cases,1,6
48,Cases,2,5
48,Cases,2,2
48,Cases,4,7
49,Cases,2,10
49,Cases,4,6
49,Cases,2,11
49,Cases,5,7
49,Cases,1,4
49,Cases,1,12
49,Cases,2,8
49,Cases,1,5
49,Cases,7,9
49,Cases,0,1
49,Cases,0,2
49,Cases,0,3
50,Cases,0,2
50,Cases,4,10
50,Cases,0,3
50,Cases,0,1
50,Cases,0,5
50,Cases,3,8
50,Cases,1,6
50,Cases,0,12
50,Cases,4,9
50,Cases,0,11
50,Cases,6,7
50,Cases,0,4
51,Cases,78,10
51,Cases,2,11
51,Cases,12,6
51,Cases,5,4
51,Cases,3,1
51,Cases,4,3
51,Cases,115,9
51,Cases,3,5
51,Cases,0,12
51,Cases,33,8
51,Cases,4,2
51,Cases,28,7
52,Cases,0,6
52,Cases,0,5
52,Cases,1,1
52,Cases,12,8
52,Cases,1,11
52,Cases,0,4
52,Cases,35,9
52,Cases,4,3
52,Cases,6,7
52,Cases,2,2
52,Cases,34,10
52,Cases,0,12
53,Cases,11,1
53,Cases,2,2
53,Cases,3,5
53,Cases,12,7
53,Cases,5,8
53,Cases,9,9
53,Cases,1,4
53,Cases,12,10
53,Cases,2,3
53,Cases,9,11
53,Cases,8,12
53,Cases,4,6
54,Cases,2,6
54,Cases,2,8
54,Cases,1,2
54,Cases,1,1
54,Cases,1,11
54,Cases,16,10
54,Cases,8,9
54,Cases,0,5
54,Cases,2,7
54,Cases,2,4
54,Cases,0,3
54,Cases,0,12
55,Cases,0,3
55,Cases,0,5
55,Cases,3,8
55,Cases,58,10
55,Cases,0,2
55,Cases,1,7
55,Cases,94,9
55,Cases,0,6
55,Cases,2,12
55,Cases,2,1
55,Cases,4,11
55,Cases,0,4
56,Cases,1,10
56,Cases,0,6
56,Cases,4,8
56,Cases,0,5
56,Cases,0,12
56,Cases,2,2
56,Cases,2,7
56,Cases,0,3
56,Cases,0,4
56,Cases,4,9
56,Cases,5,1
56,Cases,0,11
57,Cases,9,11
57,Cases,0,4
57,Cases,13,10
57,Cases,8,3
57,Cases,2,5
57,Cases,13,8
57,Cases,8,2
57,Cases,5,6
57,Cases,7,7
57,Cases,11,12
57,Cases,12,1
57,Cases,20,9
58,Cases,19,7
58,Cases,13,10
58,Cases,4,8
