loc,cases,deaths,day,month,year
33,353,0,2,10,2016
33,361,4,9,10,2016
33,339,6,16,10,2016
33,396,1,23,10,2016
33,419,5,30,10,2016
33,399,3,6,11,2016
33,407,4,13,11,2016
33,359,4,20,11,2016
33,372,3,27,11,2016
33,341,5,4,12,2016
33,358,4,11,12,2016
33,316,0,18,12,2016
33,257,2,25,12,2016
33,240,1,1,1,2017
34,60,0,10,1,2016
34,38,0,17,1,2016
34,42,0,24,1,2016
34,60,0,31,1,2016
34,64,0,7,2,2016
34,61,0,14,2,2016
34,44,0,21,2,2016
34,30,1,28,2,2016
34,39,0,6,3,2016
34,36,1,13,3,2016
34,38,0,20,3,2016
34,47,0,27,3,2016
34,67,0,3,4,2016
34,43,0,10,4,2016
34,37,0,17,4,2016
34,25,0,24,4,2016
34,25,0,1,5,2016
34,45,1,8,5,2016
34,42,0,15,5,2016
34,26,0,22,5,2016
34,13,1,29,5,2016
34,22,0,5,6,2016
34,26,0,12,6,2016
34,25,0,19,6,2016
34,36,1,26,6,2016
34,33,0,3,7,2016
34,47,0,10,7,2016
34,47,0,17,7,2016
34,99,1,24,7,2016
34,162,0,31,7,2016
34,121,0,7,8,2016
34,137,3,14,8,2016
34,147,0,21,8,2016
34,126,2,28,8,2016
34,111,0,4,9,2016
34,97,1,11,9,2016
34,124,0,18,9,2016
34,114,0,25,9,2016
34,114,0,2,10,2016
34,159,0,9,10,2016
34,181,2,16,10,2016
34,186,1,23,10,2016
34,193,5,30,10,2016
34,183,1,6,11,2016
34,214,2,13,11,2016
34,191,0,20,11,2016
34,176,1,27,11,2016
34,177,2,4,12,2016
34,165,4,11,12,2016
34,132,2,18,12,2016
34,121,0,25,12,2016
34,95,1,1,1,2017
60,9,0,10,1,2016
60,14,1,17,1,2016
60,10,0,24,1,2016
60,9,0,31,1,2016
60,11,1,7,2,2016
60,12,0,14,2,2016
60,8,0,21,2,2016
60,14,1,28,2,2016
60,14,0,6,3,2016
60,10,0,13,3,2016
60,9,0,20,3,2016
60,9,0,27,3,2016
60,6,0,3,4,2016
60,14,0,10,4,2016
60,2,0,17,4,2016
60,3,0,24,4,2016
60,9,0,1,5,2016
60,2,0,8,5,2016
60,36,0,15,5,2016
60,1,0,22,5,2016
60,1,0,29,5,2016
60,2,0,5,6,2016
60,1,0,12,6,2016
60,7,0,19,6,2016
60,2,1,26,6,2016
60,5,0,3,7,2016
60,5,0,10,7,2016
60,10,0,17,7,2016
60,26,0,24,7,2016
60,29,0,31,7,2016
60,45,0,7,8,2016
60,72,1,14,8,2016
60,66,0,21,8,2016
60,67,3,28,8,2016
60,16,0,4,9,2016
60,20,1,11,9,2016
60,41,0,18,9,2016
60,48,0,25,9,2016
60,28,0,2,10,2016
60,26,0,9,10,2016
60,31,0,16,10,2016
60,52,0,23,10,2016
60,53,1,30,10,2016
60,64,0,6,11,2016
60,61,3,13,11,2016
60,54,1,20,11,2016
60,42,0,27,11,2016
60,47,1,4,12,2016
60,54,0,11,12,2016
60,50,0,18,12,2016
60,41,0,25,12,2016
60,44,0,1,1,2017
68,26,0,10,1,2016
68,29,0,17,1,2016
68,30,0,24,1,2016
68,23,0,31,1,2016
68,19,0,7,2,2016
68,15,0,14,2,2016
68,7,0,21,2,2016
68,16,1,28,2,2016
68,9,0,6,3,2016
68,17,0,13,3,2016
68,19,0,20,3,2016
68,10,0,27,3,2016
68,12,2,3,4,2016
68,9,0,10,4,2016
68,8,0,17,4,2016
68,10,0,24,4,2016
68,7,0,1,5,2016
68,6,0,8,5,2016
68,0,0,15,5,2016
68,3,1,22,5,2016
68,4,0,29,5,2016
68,1,0,5,6,2016
68,6,1,12,6,2016
68,6,0,19,6,2016
68,3,0,26,6,2016
68,7,0,3,7,2016
68,20,1,10,7,2016
68,35,1,17,7,2016
68,26,0,24,7,2016
68,18,1,31,7,2016
68,35,1,7,8,2016
68,49,1,14,8,2016
68,55,0,21,8,2016
68,42,0,28,8,2016
68,42,1,4,9,2016
68,29,2,11,9,2016
68,40,0,18,9,2016
68,44,1,25,9,2016
68,37,0,2,10,2016
68,41,0,9,10,2016
68,70,2,16,10,2016
68,80,0,23,10,2016
68,79,1,30,10,2016
68,86,1,6,11,2016
68,135,1,13,11,2016
68,102,4,20,11,2016
68,72,1,27,11,2016
68,72,0,4,12,2016
68,62,0,11,12,2016
68,56,0,18,12,2016
68,50,0,25,12,2016
68,27,0,1,1,2017
80,59,0,10,1,2016
80,48,0,17,1,2016
80,78,0,24,1,2016
80,43,0,31,1,2016
80,47,0,7,2,2016
80,47,0,14,2,2016
80,34,0,21,2,2016
80,33,0,28,2,2016
80,33,0,6,3,2016
80,55,0,13,3,2016
80,39,1,20,3,2016
80,30,0,27,3,2016
80,48,0,3,4,2016
80,48,0,10,4,2016
80,35,2,17,4,2016
80,35,1,24,4,2016
80,37,0,1,5,2016
80,32,0,8,5,2016
80,40,1,15,5,2016
80,26,0,22,5,2016
80,30,0,29,5,2016
80,33,0,5,6,2016
80,47,0,12,6,2016
80,62,0,19,6,2016
80,81,0,26,6,2016
80,67,0,3,7,2016
80,92,0,10,7,2016
80,130,0,17,7,2016
80,145,2,24,7,2016
80,205,2,31,7,2016
80,256,1,7,8,2016
80,304,0,14,8,2016
80,302,1,21,8,2016
80,331,1,28,8,2016
80,286,3,4,9,2016
80,222,4,11,9,2016
80,211,0,18,9,2016
80,194,2,25,9,2016
80,155,2,2,10,2016
80,199,3,9,10,2016
80,243,5,16,10,2016
80,159,0,23,10,2016
80,143,0,30,10,2016
80,139,2,6,11,2016
80,147,0,13,11,2016
80,136,2,20,11,2016
80,104,1,27,11,2016
80,120,1,4,12,2016
80,125,1,11,12,2016
80,124,1,18,12,2016
80,83,0,25,12,2016
80,70,0,1,1,2017
106,14,0,10,1,2016
106,6,0,17,1,2016
106,9,0,24,1,2016
106,4,0,31,1,2016
106,11,0,7,2,2016
106,8,0,14,2,2016
106,6,0,21,2,2016
106,2,0,28,2,2016
106,10,0,6,3,2016
106,15,0,13,3,2016
106,7,0,20,3,2016
106,4,0,27,3,2016
106,10,0,3,4,2016
106,11,0,10,4,2016
106,9,0,17,4,2016
106,4,0,24,4,2016
106,9,0,1,5,2016
106,3,0,8,5,2016
106,5,0,15,5,2016
106,6,0,22,5,2016
106,2,0,29,5,2016
106,4,0,5,6,2016
106,2,0,12,6,2016
106,7,0,19,6,2016
106,6,0,26,6,2016
106,10,0,3,7,2016
106,15,0,10,7,2016
106,15,0,17,7,2016
106,13,0,24,7,2016
106,20,0,31,7,2016
106,9,0,7,8,2016
106,21,0,14,8,2016
106,44,0,21,8,2016
106,27,0,28,8,2016
106,30,0,4,9,2016
106,19,0,11,9,2016
106,10,0,18,9,2016
106,17,0,25,9,2016
106,15,0,2,10,2016
106,34,0,9,10,2016
106,15,0,16,10,2016
106,14,0,23,10,2016
106,14,0,30,10,2016
106,9,0,6,11,2016
106,6,0,13,11,2016
106,10,0,20,11,2016
106,5,0,27,11,2016
106,7,0,4,12,2016
106,3,1,11,12,2016
106,6,0,18,12,2016
106,6,0,25,12,2016
106,6,0,1,1,2017
18,2,0,10,1,2016
18,4,0,17,1,2016
18,5,0,24,1,2016
18,1,0,31,1,2016
18,5,0,7,2,2016
18,4,0,14,2,2016
18,5,0,21,2,2016
18,4,0,28,2,2016
18,5,0,6,3,2016
18,4,0,13,3,2016
18,1,0,20,3,2016
18,1,0,27,3,2016
18,4,0,3,4,2016
18,0,0,10,4,2016
18,1,0,17,4,2016
18,5,0,24,4,2016
18,5,0,1,5,2016
18,2,0,8,5,2016
18,1,0,15,5,2016
18,2,0,22,5,2016
18,1,0,29,5,2016
18,0,0,5,6,2016
18,1,0,12,6,2016
18,1,0,19,6,2016
18,2,0,26,6,2016
18,1,0,3,7,2016
18,1,0,10,7,2016
18,5,0,17,7,2016
18,2,0,24,7,2016
18,3,0,31,7,2016
18,13,0,7,8,2016
18,11,0,14,8,2016
18,10,0,21,8,2016
18,17,0,28,8,2016
18,6,0,4,9,2016
18,5,0,11,9,2016
18,7,0,18,9,2016
18,2,0,25,9,2016
18,0,0,2,10,2016
18,8,0,9,10,2016
18,1,0,16,10,2016
18,6,0,23,10,2016
18,1,0,30,10,2016
18,3,0,6,11,2016
18,0,0,13,11,2016
18,0,0,20,11,2016
18,0,0,27,11,2016
18,2,0,4,12,2016
18,1,0,11,12,2016
18,0,0,18,12,2016
18,5,0,25,12,2016
18,1,0,1,1,2017
44,27,0,10,1,2016
44,37,0,17,1,2016
44,41,0,24,1,2016
44,53,2,31,1,2016
44,47,0,7,2,2016
44,38,0,14,2,2016
44,38,0,21,2,2016
44,44,0,28,2,2016
44,25,0,6,3,2016
44,16,1,13,3,2016
44,20,0,20,3,2016
44,14,0,27,3,2016
44,15,0,3,4,2016
44,15,0,10,4,2016
44,21,0,17,4,2016
44,19,0,24,4,2016
44,33,0,1,5,2016
44,14,0,8,5,2016
44,14,0,15,5,2016
44,20,0,22,5,2016
44,20,0,29,5,2016
44,12,0,5,6,2016
44,24,0,12,6,2016
44,18,0,19,6,2016
44,24,0,26,6,2016
44,17,0,3,7,2016
44,25,0,10,7,2016
44,26,0,17,7,2016
44,37,0,24,7,2016
44,24,0,31,7,2016
44,31,0,7,8,2016
44,30,0,14,8,2016
44,37,0,21,8,2016
44,36,1,28,8,2016
44,22,0,4,9,2016
44,26,0,11,9,2016
44,20,1,18,9,2016
44,34,0,25,9,2016
44,20,0,2,10,2016
44,24,0,9,10,2016
44,11,0,16,10,2016
44,20,0,23,10,2016
44,10,0,30,10,2016
44,4,0,6,11,2016
44,6,0,13,11,2016
44,16,0,20,11,2016
44,17,0,27,11,2016
44,7,0,4,12,2016
44,5,0,11,12,2016
44,0,0,18,12,2016
44,1,0,25,12,2016
44,0,0,1,1,2017
62,73,0,10,1,2016
62,26,0,17,1,2016
62,48,0,24,1,2016
62,24,0,31,1,2016
62,14,0,7,2,2016
62,35,0,14,2,2016
62,21,0,21,2,2016
62,15,0,28,2,2016
62,19,0,6,3,2016
62,22,0,13,3,2016
62,20,0,20,3,2016
62,6,0,27,3,2016
62,15,0,3,4,2016
62,8,0,10,4,2016
62,21,0,17,4,2016
62,10,0,24,4,2016
62,22,1,1,5,2016
62,10,0,8,5,2016
62,33,1,15,5,2016
62,35,1,22,5,2016
62,17,0,29,5,2016
62,43,0,5,6,2016
62,39,0,12,6,2016
62,45,0,19,6,2016
62,62,10,26,6,2016
62,60,1,3,7,2016
62,59,1,10,7,2016
62,69,1,17,7,2016
62,88,0,24,7,2016
62,114,2,31,7,2016
62,75,0,7,8,2016
62,98,1,14,8,2016
62,53,1,21,8,2016
62,60,1,28,8,2016
62,41,0,4,9,2016
62,35,0,11,9,2016
62,40,0,18,9,2016
62,21,0,25,9,2016
62,28,0,2,10,2016
62,40,0,9,10,2016
62,16,0,16,10,2016
62,14,0,23,10,2016
62,30,0,30,10,2016
62,24,0,6,11,2016
62,18,0,13,11,2016
62,41,0,20,11,2016
62,33,0,27,11,2016
62,30,0,4,12,2016
62,31,1,11,12,2016
62,19,0,18,12,2016
62,3,0,25,12,2016
62,1,0,1,1,2017
82,9,0,10,1,2016
82,6,0,17,1,2016
82,13,0,24,1,2016
82,10,1,31,1,2016
82,10,0,7,2,2016
82,9,0,14,2,2016
82,15,0,21,2,2016
82,4,0,28,2,2016
82,7,0,6,3,2016
82,9,0,13,3,2016
82,6,0,20,3,2016
82,10,0,27,3,2016
82,3,0,3,4,2016
82,2,0,10,4,2016
82,1,0,17,4,2016
82,3,0,24,4,2016
82,8,0,1,5,2016
82,5,0,8,5,2016
82,1,0,15,5,2016
82,0,0,22,5,2016
82,6,0,29,5,2016
82,11,0,5,6,2016
82,9,0,12,6,2016
82,10,1,19,6,2016
82,5,0,26,6,2016
82,5,0,3,7,2016
82,7,0,10,7,2016
82,14,0,17,7,2016
82,26,0,24,7,2016
82,16,0,31,7,2016
82,8,0,7,8,2016
82,30,0,14,8,2016
82,15,0,21,8,2016
82,21,1,28,8,2016
82,23,0,4,9,2016
82,24,0,11,9,2016
82,24,1,18,9,2016
82,49,0,25,9,2016
82,12,0,2,10,2016
82,22,0,9,10,2016
82,30,0,16,10,2016
82,13,0,23,10,2016
82,11,0,30,10,2016
82,6,0,6,11,2016
82,16,0,13,11,2016
82,16,0,20,11,2016
82,11,0,27,11,2016
82,22,1,4,12,2016
82,9,0,11,12,2016
82,7,0,18,12,2016
82,0,0,25,12,2016
82,4,0,1,1,2017
88,8,0,10,1,2016
88,2,0,17,1,2016
88,0,0,24,1,2016
88,1,0,31,1,2016
88,0,0,7,2,2016
88,3,0,14,2,2016
88,0,0,21,2,2016
88,1,0,28,2,2016
88,7,0,6,3,2016
88,7,0,13,3,2016
88,0,0,20,3,2016
88,7,0,27,3,2016
88,4,0,3,4,2016
88,4,0,10,4,2016
88,3,0,17,4,2016
88,2,0,24,4,2016
88,5,0,1,5,2016
88,5,0,8,5,2016
88,6,0,15,5,2016
88,10,0,22,5,2016
88,3,0,29,5,2016
88,4,0,5,6,2016
88,5,0,12,6,2016
88,9,0,19,6,2016
88,6,0,26,6,2016
88,3,0,3,7,2016
88,6,0,10,7,2016
88,12,0,17,7,2016
88,14,0,24,7,2016
88,13,1,31,7,2016
88,20,0,7,8,2016
88,14,0,14,8,2016
88,14,0,21,8,2016
88,17,1,28,8,2016
88,6,0,4,9,2016
88,1,0,11,9,2016
88,2,0,18,9,2016
88,5,0,25,9,2016
88,3,0,2,10,2016
88,4,0,9,10,2016
88,4,0,16,10,2016
88,0,0,23,10,2016
88,4,0,30,10,2016
88,5,0,6,11,2016
88,7,0,13,11,2016
88,5,0,20,11,2016
88,7,0,27,11,2016
88,5,0,4,12,2016
88,4,1,11,12,2016
88,2,0,18,12,2016
88,0,0,25,12,2016
88,0,0,1,1,2017
102,19,0,10,1,2016
102,16,0,17,1,2016
102,6,0,24,1,2016
102,15,0,31,1,2016
102,6,0,7,2,2016
102,21,0,14,2,2016
102,10,1,21,2,2016
102,11,0,28,2,2016
102,19,1,6,3,2016
102,14,0,13,3,2016
102,17,0,20,3,2016
102,12,0,27,3,2016
102,16,0,3,4,2016
102,11,0,10,4,2016
102,17,0,17,4,2016
102,10,0,24,4,2016
102,7,0,1,5,2016
102,10,0,8,5,2016
102,21,0,15,5,2016
102,21,0,22,5,2016
102,21,0,29,5,2016
102,20,0,5,6,2016
102,12,0,12,6,2016
102,27,0,19,6,2016
102,27,0,26,6,2016
102,66,0,3,7,2016
102,32,0,10,7,2016
102,38,0,17,7,2016
102,48,0,24,7,2016
102,56,0,31,7,2016
102,64,0,7,8,2016
102,53,0,14,8,2016
102,53,1,21,8,2016
102,26,0,28,8,2016
102,45,0,4,9,2016
102,34,0,11,9,2016
102,37,0,18,9,2016
102,24,0,25,9,2016
102,26,0,2,10,2016
102,16,0,9,10,2016
102,3,0,16,10,2016
102,1,0,23,10,2016
102,6,0,30,10,2016
102,3,0,6,11,2016
102,9,0,13,11,2016
102,4,0,20,11,2016
102,3,0,27,11,2016
102,19,0,4,12,2016
102,21,0,11,12,2016
102,8,0,18,12,2016
102,6,0,25,12,2016
102,4,0,1,1,2017
109,8,1,10,1,2016
109,5,0,17,1,2016
109,5,0,24,1,2016
109,5,0,31,1,2016
109,10,0,7,2,2016
109,1,0,14,2,2016
109,4,0,21,2,2016
109,1,0,28,2,2016
109,2,0,6,3,2016
109,3,0,13,3,2016
109,0,0,20,3,2016
109,0,0,27,3,2016
109,1,0,3,4,2016
109,1,0,10,4,2016
109,3,0,17,4,2016
109,2,0,24,4,2016
109,1,0,1,5,2016
109,1,0,8,5,2016
109,1,0,15,5,2016
109,1,0,22,5,2016
109,2,0,29,5,2016
109,0,0,5,6,2016
109,1,0,12,6,2016
109,5,0,19,6,2016
109,4,0,26,6,2016
109,5,0,3,7,2016
109,4,0,10,7,2016
109,6,0,17,7,2016
109,9,0,24,7,2016
109,10,1,31,7,2016
109,8,0,7,8,2016
109,2,0,14,8,2016
109,8,0,21,8,2016
109,15,0,28,8,2016
109,8,1,4,9,2016
109,16,0,11,9,2016
109,15,1,18,9,2016
109,3,0,25,9,2016
109,1,0,2,10,2016
109,8,0,9,10,2016
109,9,0,16,10,2016
109,10,0,23,10,2016
109,8,0,30,10,2016
109,5,0,6,11,2016
109,9,0,13,11,2016
109,6,0,20,11,2016
109,4,0,27,11,2016
109,6,0,4,12,2016
109,3,0,11,12,2016
109,3,0,18,12,2016
109,0,0,25,12,2016
109,4,0,1,1,2017
115,0,0,10,1,2016
115,0,0,17,1,2016
115,0,0,24,1,2016
115,0,0,31,1,2016
115,0,0,7,2,2016
115,0,0,14,2,2016
115,0,0,21,2,2016
115,0,0,28,2,2016
115,0,0,6,3,2016
115,0,0,13,3,2016
115,0,0,20,3,2016
115,0,0,27,3,2016
115,0,0,3,4,2016
115,0,0,10,4,2016
115,0,0,17,4,2016
115,0,0,24,4,2016
115,0,0,1,5,2016
115,0,0,8,5,2016
115,0,0,15,5,2016
115,0,0,22,5,2016
115,0,0,29,5,2016
115,0,0,5,6,2016
115,0,0,12,6,2016
115,0,0,19,6,2016
115,0,0,26,6,2016
115,0,0,3,7,2016
115,0,0,10,7,2016
115,0,0,17,7,2016
115,0,0,24,7,2016
115,0,0,31,7,2016
115,0,0,7,8,2016
115,0,0,14,8,2016
115,0,0,21,8,2016
115,0,0,28,8,2016
115,0,0,4,9,2016
115,0,0,11,9,2016
115,0,0,18,9,2016
115,0,0,25,9,2016
115,1,0,2,10,2016
115,0,0,9,10,2016
115,0,0,16,10,2016
115,0,0,23,10,2016
115,0,0,30,10,2016
115,0,0,6,11,2016
115,0,0,13,11,2016
115,0,0,20,11,2016
115,0,0,27,11,2016
115,1,0,4,12,2016
115,4,0,11,12,2016
115,1,0,18,12,2016
115,4,0,25,12,2016
115,2,0,1,1,2017
54,15,0,10,1,2016
54,9,0,17,1,2016
54,7,0,24,1,2016
54,4,0,31,1,2016
54,11,0,7,2,2016
54,10,0,14,2,2016
54,1,0,21,2,2016
54,10,0,28,2,2016
54,7,0,6,3,2016
54,11,0,13,3,2016
54,5,0,20,3,2016
54,7,0,27,3,2016
54,10,1,3,4,2016
54,3,0,10,4,2016
54,10,0,17,4,2016
54,8,0,24,4,2016
54,19,0,1,5,2016
54,13,0,8,5,2016
54,10,0,15,5,2016
54,19,0,22,5,2016
54,10,0,29,5,2016
54,15,0,5,6,2016
54,13,0,12,6,2016
54,12,0,19,6,2016
54,25,0,26,6,2016
54,13,0,3,7,2016
54,13,0,10,7,2016
54,11,0,17,7,2016
54,13,1,24,7,2016
54,19,0,31,7,2016
54,13,1,7,8,2016
54,17,1,14,8,2016
54,17,0,21,8,2016
54,14,0,28,8,2016
54,10,0,4,9,2016
54,13,0,11,9,2016
54,5,0,18,9,2016
54,6,0,25,9,2016
54,13,1,2,10,2016
54,14,0,9,10,2016
54,10,1,16,10,2016
54,7,0,23,10,2016
54,17,0,30,10,2016
54,17,0,6,11,2016
54,22,0,13,11,2016
54,20,0,20,11,2016
54,12,0,27,11,2016
54,9,0,4,12,2016
54,12,0,11,12,2016
54,9,0,18,12,2016
54,10,0,25,12,2016
54,9,0,1,1,2017
122,99,1,10,1,2016
122,61,1,17,1,2016
122,66,0,24,1,2016
122,59,0,31,1,2016
122,55,0,7,2,2016
122,51,0,14,2,2016
122,38,0,21,2,2016
122,36,0,28,2,2016
122,43,0,6,3,2016
122,59,1,13,3,2016
122,62,0,20,3,2016
122,47,0,27,3,2016
122,21,0,3,4,2016
122,20,0,10,4,2016
122,27,0,17,4,2016
122,28,0,24,4,2016
122,18,0,1,5,2016
122,20,0,8,5,2016
122,27,1,15,5,2016
122,31,0,22,5,2016
122,31,0,29,5,2016
122,34,0,5,6,2016
122,31,2,12,6,2016
122,42,1,19,6,2016
122,30,0,26,6,2016
122,60,0,3,7,2016
122,61,0,10,7,2016
122,52,0,17,7,2016
122,78,0,24,7,2016
122,103,0,31,7,2016
122,111,0,7,8,2016
122,112,1,14,8,2016
122,86,0,21,8,2016
122,95,0,28,8,2016
122,105,0,4,9,2016
122,86,0,11,9,2016
122,68,0,18,9,2016
122,91,2,25,9,2016
122,77,1,2,10,2016
122,58,0,9,10,2016
122,87,0,16,10,2016
122,83,1,23,10,2016
122,77,0,30,10,2016
122,75,2,6,11,2016
122,93,0,13,11,2016
122,72,3,20,11,2016
122,86,1,27,11,2016
122,78,2,4,12,2016
122,82,1,11,12,2016
122,83,1,18,12,2016
122,63,0,25,12,2016
122,50,0,1,1,2017
123,39,0,10,1,2016
123,25,0,17,1,2016
123,31,0,24,1,2016
123,39,0,31,1,2016
123,26,0,7,2,2016
123,31,0,14,2,2016
123,36,0,21,2,2016
123,25,0,28,2,2016
123,28,0,6,3,2016
123,29,0,13,3,2016
123,21,0,20,3,2016
123,21,0,27,3,2016
123,16,0,3,4,2016
123,14,0,10,4,2016
123,9,0,17,4,2016
123,11,0,24,4,2016
123,12,0,1,5,2016
123,12,0,8,5,2016
123,25,0,15,5,2016
123,14,0,22,5,2016
123,16,0,29,5,2016
123,17,0,5,6,2016
123,12,0,12,6,2016
123,21,0,19,6,2016
123,36,1,26,6,2016
123,28,0,3,7,2016
123,42,0,10,7,2016
123,33,0,17,7,2016
123,38,3,24,7,2016
123,62,0,31,7,2016
123,75,0,7,8,2016
123,77,0,14,8,2016
123,68,1,21,8,2016
123,44,0,28,8,2016
123,35,0,4,9,2016
123,18,0,11,9,2016
123,17,1,18,9,2016
123,21,0,25,9,2016
123,31,0,2,10,2016
123,18,0,9,10,2016
123,23,0,16,10,2016
123,24,0,23,10,2016
123,19,0,30,10,2016
123,21,0,6,11,2016
123,13,0,13,11,2016
123,12,0,20,11,2016
123,23,0,27,11,2016
123,29,0,4,12,2016
123,12,0,11,12,2016
123,13,0,18,12,2016
123,4,0,25,12,2016
123,3,0,1,1,2017
124,27,0,10,1,2016
124,15,0,17,1,2016
124,17,0,24,1,2016
124,13,0,31,1,2016
124,12,0,7,2,2016
124,19,1,14,2,2016
124,18,0,21,2,2016
124,8,0,28,2,2016
124,8,0,6,3,2016
124,9,0,13,3,2016
124,8,0,20,3,2016
124,11,0,27,3,2016
124,9,0,3,4,2016
124,20,0,10,4,2016
124,14,0,17,4,2016
124,9,0,24,4,2016
124,12,0,1,5,2016
124,11,1,8,5,2016
124,16,0,15,5,2016
124,30,0,22,5,2016
124,22,0,29,5,2016
124,44,0,5,6,2016
124,27,0,12,6,2016
124,49,0,19,6,2016
124,48,0,26,6,2016
124,35,0,3,7,2016
124,31,0,10,7,2016
124,42,0,17,7,2016
124,44,0,24,7,2016
124,47,0,31,7,2016
124,62,0,7,8,2016
124,52,0,14,8,2016
124,63,0,21,8,2016
124,32,0,28,8,2016
124,47,1,4,9,2016
124,53,0,11,9,2016
124,41,0,18,9,2016
124,34,0,25,9,2016
124,25,0,2,10,2016
124,21,0,9,10,2016
124,9,0,16,10,2016
124,8,0,23,10,2016
124,14,1,30,10,2016
124,8,0,6,11,2016
124,3,0,13,11,2016
124,8,0,20,11,2016
124,7,0,27,11,2016
124,17,0,4,12,2016
124,8,0,11,12,2016
124,1,0,18,12,2016
124,2,0,25,12,2016
124,1,0,1,1,2017
125,27,0,10,1,2016
125,14,0,17,1,2016
125,9,0,24,1,2016
125,20,0,31,1,2016
125,11,0,7,2,2016
125,12,0,14,2,2016
125,7,1,21,2,2016
125,15,0,28,2,2016
125,11,0,6,3,2016
125,13,0,13,3,2016
125,6,0,20,3,2016
125,8,0,27,3,2016
125,8,0,3,4,2016
125,13,0,10,4,2016
125,18,0,17,4,2016
125,18,0,24,4,2016
125,19,0,1,5,2016
125,12,1,8,5,2016
125,21,0,15,5,2016
125,13,0,22,5,2016
125,18,0,29,5,2016
125,51,0,5,6,2016
125,50,1,12,6,2016
125,45,0,19,6,2016
125,39,0,26,6,2016
125,24,0,3,7,2016
125,44,0,10,7,2016
125,41,0,17,7,2016
125,33,0,24,7,2016
125,58,0,31,7,2016
125,29,0,7,8,2016
125,25,0,14,8,2016
125,14,0,21,8,2016
125,10,0,28,8,2016
125,18,0,4,9,2016
125,6,0,11,9,2016
125,9,0,18,9,2016
125,10,0,25,9,2016
125,13,0,2,10,2016
125,12,0,9,10,2016
125,10,0,16,10,2016
125,10,0,23,10,2016
125,10,0,30,10,2016
125,10,0,6,11,2016
125,8,0,13,11,2016
125,5,0,20,11,2016
125,5,0,27,11,2016
125,9,0,4,12,2016
125,4,0,11,12,2016
125,4,0,18,12,2016
125,2,0,25,12,2016
125,0,0,1,1,2017
20,118,0,10,1,2016
20,54,0,17,1,2016
20,83,0,24,1,2016
20,83,0,31,1,2016
20,73,0,7,2,2016
20,73,1,14,2,2016
20,80,0,21,2,2016
20,70,1,28,2,2016
20,97,0,6,3,2016
20,87,0,13,3,2016
20,85,1,20,3,2016
20,74,0,27,3,2016
20,69,0,3,4,2016
20,64,1,10,4,2016
20,75,0,17,4,2016
20,78,0,24,4,2016
20,82,0,1,5,2016
20,69,0,8,5,2016
20,84,2,15,5,2016
20,76,0,22,5,2016
20,91,0,29,5,2016
20,97,0,5,6,2016
20,125,0,12,6,2016
20,142,2,19,6,2016
20,178,0,26,6,2016
20,184,0,3,7,2016
20,227,1,10,7,2016
20,278,0,17,7,2016
20,327,3,24,7,2016
20,411,0,31,7,2016
20,347,1,7,8,2016
20,352,1,14,8,2016
20,298,0,21,8,2016
20,253,0,28,8,2016
20,250,0,4,9,2016
20,221,0,11,9,2016
20,198,2,18,9,2016
20,167,0,25,9,2016
20,116,1,2,10,2016
20,154,0,9,10,2016
20,112,0,16,10,2016
20,104,0,23,10,2016
20,83,0,30,10,2016
20,82,0,6,11,2016
20,73,1,13,11,2016
20,59,0,20,11,2016
20,65,0,27,11,2016
20,56,0,4,12,2016
20,59,0,11,12,2016
20,35,0,18,12,2016
20,52,0,25,12,2016
20,40,0,1,1,2017
25,66,0,10,1,2016
25,50,0,17,1,2016
25,64,0,24,1,2016
25,46,0,31,1,2016
25,55,0,7,2,2016
25,54,0,14,2,2016
25,38,0,21,2,2016
25,36,0,28,2,2016
25,32,0,6,3,2016
25,34,0,13,3,2016
25,37,0,20,3,2016
25,24,0,27,3,2016
25,16,0,3,4,2016
25,28,0,10,4,2016
25,11,0,17,4,2016
25,12,0,24,4,2016
25,19,0,1,5,2016
25,16,1,8,5,2016
25,15,0,15,5,2016
25,15,0,22,5,2016
25,18,0,29,5,2016
25,15,0,5,6,2016
25,14,0,12,6,2016
25,15,0,19,6,2016
25,20,0,26,6,2016
25,33,0,3,7,2016
25,38,0,10,7,2016
25,46,0,17,7,2016
25,75,0,24,7,2016
25,73,0,31,7,2016
25,100,0,7,8,2016
25,158,0,14,8,2016
25,160,1,21,8,2016
25,151,1,28,8,2016
25,162,0,4,9,2016
25,131,0,11,9,2016
25,142,0,18,9,2016
25,173,1,25,9,2016
25,98,2,2,10,2016
25,133,1,9,10,2016
25,92,0,16,10,2016
25,82,0,23,10,2016
25,66,0,30,10,2016
25,64,0,6,11,2016
25,73,0,13,11,2016
25,70,0,20,11,2016
25,69,0,27,11,2016
25,57,0,4,12,2016
25,49,0,11,12,2016
25,37,0,18,12,2016
25,28,0,25,12,2016
25,36,0,1,1,2017
29,4,0,10,1,2016
29,6,0,17,1,2016
29,17,0,24,1,2016
29,16,0,31,1,2016
29,17,0,7,2,2016
29,16,0,14,2,2016
29,11,0,21,2,2016
29,13,0,28,2,2016
29,7,0,6,3,2016
29,7,0,13,3,2016
29,5,0,20,3,2016
29,4,0,27,3,2016
29,5,0,3,4,2016
29,4,0,10,4,2016
29,2,0,17,4,2016
29,2,0,24,4,2016
29,3,0,1,5,2016
29,2,0,8,5,2016
29,1,0,15,5,2016
29,2,0,22,5,2016
29,1,0,29,5,2016
